Results for Memcached on port 11211:
1         Threads
5         Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         5876.86          ---          ---         0.07756         0.07900         0.13500         0.20700       401.10 
Gets        58768.54      3318.43     55450.11         0.07680         0.07900         0.13500         0.20700      1686.36 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      64645.40      3318.43     55450.11         0.07687         0.07900         0.13500         0.20700      2087.46 


Request Latency Distribution
Type     <= msec         Percent
SET       0.735      100.000
SET       0.791      100.000
SET       0.847      100.000
SET       0.847      100.000
SET       0.879      100.000
SET       0.935      100.000
SET       0.935      100.000
SET       0.943      100.000
SET       0.999      100.000
SET       0.999      100.000
SET       1.015      100.000
SET       1.095      100.000
SET       1.095      100.000
SET       1.095      100.000
SET       1.119      100.000
SET       1.119      100.000
SET       1.119      100.000
SET       1.215      100.000
SET       1.215      100.000
SET       1.215      100.000
SET       1.383      100.000
SET       1.383      100.000
SET       1.383      100.000
SET       1.383      100.000
SET       1.407      100.000
SET       1.407      100.000
SET       1.407      100.000
SET       1.407      100.000
SET       1.407      100.000
SET       1.407      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       1.687      100.000
SET       2.799      100.000
SET       2.799      100.000
---
GET       0.015        0.000
GET       0.055        5.000
GET       0.055       10.000
GET       0.055       15.000
GET       0.063       20.000
GET       0.071       25.000
GET       0.071       30.000
GET       0.079       35.000
GET       0.079       40.000
GET       0.079       45.000
GET       0.079       50.000
GET       0.079       52.500
GET       0.079       55.000
GET       0.087       57.500
GET       0.087       60.000
GET       0.087       62.500
GET       0.087       65.000
GET       0.087       67.500
GET       0.087       70.000
GET       0.087       72.500
GET       0.087       75.000
GET       0.087       76.250
GET       0.087       77.500
GET       0.087       78.750
GET       0.087       80.000
GET       0.095       81.250
GET       0.095       82.500
GET       0.095       83.750
GET       0.095       85.000
GET       0.103       86.250
GET       0.103       87.500
GET       0.103       88.125
GET       0.103       88.750
GET       0.103       89.375
GET       0.103       90.000
GET       0.103       90.625
GET       0.103       91.250
GET       0.103       91.875
GET       0.103       92.500
GET       0.103       93.125
GET       0.103       93.750
GET       0.103       94.062
GET       0.103       94.375
GET       0.103       94.688
GET       0.103       95.000
GET       0.103       95.312
GET       0.103       95.625
GET       0.103       95.938
GET       0.103       96.250
GET       0.111       96.562
GET       0.111       96.875
GET       0.111       97.031
GET       0.111       97.188
GET       0.111       97.344
GET       0.111       97.500
GET       0.111       97.656
GET       0.111       97.812
GET       0.119       97.969
GET       0.119       98.125
GET       0.119       98.281
GET       0.119       98.438
GET       0.119       98.516
GET       0.127       98.594
GET       0.127       98.672
GET       0.127       98.750
GET       0.127       98.828
GET       0.127       98.906
GET       0.135       98.984
GET       0.135       99.062
GET       0.135       99.141
GET       0.143       99.219
GET       0.143       99.258
GET       0.143       99.297
GET       0.143       99.336
GET       0.143       99.375
GET       0.151       99.414
GET       0.151       99.453
GET       0.151       99.492
GET       0.159       99.531
GET       0.159       99.570
GET       0.159       99.609
GET       0.167       99.629
GET       0.167       99.648
GET       0.167       99.668
GET       0.167       99.688
GET       0.175       99.707
GET       0.175       99.727
GET       0.175       99.746
GET       0.183       99.766
GET       0.183       99.785
GET       0.183       99.805
GET       0.191       99.814
GET       0.191       99.824
GET       0.191       99.834
GET       0.191       99.844
GET       0.199       99.854
GET       0.199       99.863
GET       0.199       99.873
GET       0.199       99.883
GET       0.207       99.893
GET       0.207       99.902
GET       0.207       99.907
GET       0.215       99.912
GET       0.215       99.917
GET       0.215       99.922
GET       0.215       99.927
GET       0.223       99.932
GET       0.223       99.937
GET       0.223       99.941
GET       0.223       99.946
GET       0.231       99.951
GET       0.231       99.954
GET       0.231       99.956
GET       0.239       99.958
GET       0.239       99.961
GET       0.239       99.963
GET       0.239       99.966
GET       0.247       99.968
GET       0.247       99.971
GET       0.247       99.973
GET       0.255       99.976
GET       0.255       99.977
GET       0.255       99.978
GET       0.255       99.979
GET       0.263       99.980
GET       0.263       99.982
GET       0.263       99.983
GET       0.263       99.984
GET       0.271       99.985
GET       0.271       99.987
GET       0.279       99.988
GET       0.279       99.988
GET       0.279       99.989
GET       0.279       99.990
GET       0.287       99.990
GET       0.287       99.991
GET       0.295       99.991
GET       0.295       99.992
GET       0.303       99.993
GET       0.303       99.993
GET       0.311       99.994
GET       0.311       99.994
GET       0.311       99.995
GET       0.311       99.995
GET       0.319       99.995
GET       0.319       99.995
GET       0.327       99.996
GET       0.327       99.996
GET       0.335       99.996
GET       0.335       99.997
GET       0.343       99.997
GET       0.343       99.997
GET       0.351       99.997
GET       0.351       99.997
GET       0.359       99.998
GET       0.359       99.998
GET       0.367       99.998
GET       0.367       99.998
GET       0.375       99.998
GET       0.383       99.998
GET       0.391       99.998
GET       0.399       99.999
GET       0.407       99.999
GET       0.423       99.999
GET       0.431       99.999
GET       0.439       99.999
GET       0.455       99.999
GET       0.463       99.999
GET       0.479       99.999
GET       0.495       99.999
GET       0.519       99.999
GET       0.535       99.999
GET       0.543       99.999
GET       0.559       99.999
GET       0.567       99.999
GET       0.583       99.999
GET       0.599       99.999
GET       0.615      100.000
GET       0.639      100.000
GET       0.687      100.000
GET       0.711      100.000
GET       0.727      100.000
GET       0.743      100.000
GET       0.751      100.000
GET       0.783      100.000
GET       0.807      100.000
GET       0.839      100.000
GET       0.863      100.000
GET       0.879      100.000
GET       0.895      100.000
GET       0.927      100.000
GET       0.975      100.000
GET       0.991      100.000
GET       0.999      100.000
GET       1.007      100.000
GET       1.023      100.000
GET       1.079      100.000
GET       1.111      100.000
GET       1.143      100.000
GET       1.199      100.000
GET       1.239      100.000
GET       1.295      100.000
GET       1.303      100.000
GET       1.359      100.000
GET       1.383      100.000
GET       1.391      100.000
GET       1.399      100.000
GET       1.463      100.000
GET       1.495      100.000
GET       1.535      100.000
GET       1.791      100.000
GET       1.799      100.000
GET       1.799      100.000
GET       2.007      100.000
GET       2.191      100.000
GET       2.239      100.000
GET       2.271      100.000
GET       2.287      100.000
GET       2.287      100.000
GET       2.303      100.000
GET       2.319      100.000
GET       2.703      100.000
GET       2.703      100.000
GET       2.703      100.000
GET       2.703      100.000
GET       2.703      100.000
GET       2.703      100.000
GET       2.703      100.000
GET       2.703      100.000
GET       2.735      100.000
GET       2.735      100.000
GET       2.799      100.000
GET       2.799      100.000
GET       2.799      100.000
GET       2.799      100.000
GET       2.799      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.815      100.000
GET       2.831      100.000
GET       2.831      100.000
---
WAIT      0.000      100.000


